DEPT,ECGR,ATRX,ATRT,NPHI,CAL1,HDAR,HROM,DTSM,DTCO
4831.0,69.6031,27.4077,28.0978,7.93,6.0639,6.2088,2.6859,103.978,62.3912
4831.5,93.2978,22.5981,22.7754,9.7,6.04,6.2142,2.6724,100.7164,58.695
4832.0,88.9761,32.2423,34.0115,8.97,6.093,6.2034,2.6549,103.8882,61.1426
4832.5,97.7623,16.9426,18.3466,11.41,6.1436,6.2106,2.7243,103.9512,62.477
4833.0,100.8551,17.978,17.8258,11.11,6.1037,6.0457,2.6819,104.1756,62.5354
4833.5,87.7664,16.4204,15.137,9.64,6.1041,6.1603,2.721,105.1812,63.4246
4834.0,110.4594,18.2864,17.5725,13.18,6.1083,6.2142,2.6914,104.849,61.5547
4834.5,104.553,19.3651,15.563,14.01,6.119,6.2088,2.6442,105.9089,60.7405
4835.0,107.1533,17.4899,11.6892,12.26,6.1152,6.2106,2.6708,112.2317,65.5114
4835.5,111.5086,16.4166,16.2276,12.19,6.1068,6.2088,2.7171,106.5874,62.8088
4836.0,117.7857,15.4606,12.7463,13.36,6.139,6.2071,2.6378,106.786,64.3478
4836.5,111.0713,14.3658,15.1131,12.3,6.1374,6.2034,2.6749,109.5955,63.459
4837.0,80.9776,15.6579,15.3237,8.44,6.096,6.2088,2.6659,106.7245,64.3708
4837.5,88.497,16.447,15.4361,6.19,6.0933,6.207,2.706,105.1639,63.5537
4838.0,73.3871,23.8311,23.7152,5.59,6.0945,6.2088,2.6772,102.8567,60.2672
4838.5,99.4072,26.8964,27.0157,7.34,6.083,6.207,2.6423,98.3077,60.3158
4839.0,97.3024,34.278,34.4615,7.98,6.0593,6.2016,2.6231,98.9519,60.8153
4839.5,94.2341,18.5912,18.3923,7.93,6.0567,6.2142,2.6711,102.7032,62.7015
4840.0,103.3427,19.8391,19.2018,8.16,6.0202,6.2016,2.6448,102.7032,62.4905
4840.5,80.5947,21.574,21.5634,6.61,6.0612,6.2106,2.684,103.6739,62.5031
4841.0,65.0862,16.9934,16.3967,4.15,6.0648,6.2052,2.6589,103.8083,63.1148
4841.5,57.3079,27.9904,27.3053,4.12,6.0861,6.2124,2.7187,97.9194,58.7251
4842.0,108.0207,66.0007,47.7377,12.22,6.0225,6.2052,2.6438,96.2575,56.5274
4842.5,94.4316,32.4689,24.6629,9.8,6.0243,6.198,2.6121,104.352,64.2813
4843.0,68.0012,15.8544,14.7485,9.19,6.0664,6.162,2.6328,105.4408,64.4241
4843.5,71.5331,20.0254,21.7032,6.41,6.1098,6.164,2.7078,102.941,61.5542
4844.0,84.8146,32.7312,31.5716,7.79,6.0677,6.1604,2.6776,98.7826,59.0622
4844.5,105.4982,33.2383,29.0276,11.35,6.0666,6.1694,2.6479,99.2078,60.6725
4845.0,84.2607,23.1011,21.4253,8.85,6.0676,6.1694,2.6281,103.8355,61.599
4845.5,67.2438,17.2483,17.0257,9.08,6.0593,6.1604,2.7332,104.9003,64.2821
4846.0,93.764,24.9523,25.5203,12.61,6.0608,6.1676,2.6717,102.7885,58.6691
4846.5,88.4218,18.9379,18.5845,11.86,5.994,6.1622,2.6583,104.1299,61.3801
4847.0,88.5405,12.3572,11.2754,10.52,5.9923,6.164,2.6664,110.318,64.383
4847.5,85.2396,12.5353,12.052,12.07,6.0252,6.1586,2.66,106.6206,63.4667
4848.0,91.6362,13.6858,13.1383,11.12,6.0585,6.1604,2.6823,106.9294,63.5663
4848.5,106.7152,13.2613,13.0973,14.38,6.0179,6.1686,2.7272,109.6301,64.2747
4849.0,92.1377,14.6226,15.0224,13.17,6.0194,6.1676,2.6512,111.2978,62.697
4849.5,92.6926,8.7507,8.5503,14.64,6.0232,6.1653,2.8644,113.5408,65.3459
4850.0,89.1695,18.7889,20.5751,16.24,6.0225,6.1686,2.6788,111.9343,61.2983
4850.5,105.1625,15.3277,15.1428,18.39,6.0164,6.2088,2.6651,114.3342,66.4787
4851.0,95.0811,15.3962,15.535,10.4,6.0432,6.2038,2.6824,120.0263,68.7445
4851.5,119.2706,10.4716,10.2066,18.02,6.0531,6.2138,2.6435,113.8221,64.0992
4852.0,108.7561,19.4918,16.4502,21.7,6.0608,6.2155,2.6627,119.8953,65.3797
4852.5,114.3523,11.86,11.4401,17.28,6.0276,6.2105,2.6705,123.6089,70.3966
4853.0,71.9438,9.747,9.6057,13.69,6.0348,6.2105,2.7812,124.1656,70.1135
4853.5,98.1823,11.0249,10.7842,17.93,6.0428,6.2214,2.6422,115.3342,65.0549
4854.0,109.6376,16.0821,16.2112,18.8,6.0363,6.2088,2.6873,113.854,62.5872
4854.5,108.1724,9.525,9.7482,20.51,6.065,6.2393,2.6777,125.9178,70.3518
4855.0,101.6006,7.9308,7.9409,19.56,6.0294,6.2375,2.7537,128.8678,70.3207
4855.5,116.9502,6.6743,6.6816,20.67,6.0685,6.2464,2.6624,127.7746,69.2328
4856.0,95.5612,6.3912,6.4112,16.46,6.0677,6.2375,2.7286,129.087,69.1233
4856.5,102.6255,7.6862,7.8851,17.59,6.0685,6.2482,2.6896,129.8672,71.2249
4857.0,107.863,8.2361,8.1295,16.17,6.0639,6.2429,2.711,125.6724,67.3335
4857.5,97.0621,9.1347,9.5446,15.75,6.0217,6.2423,2.6624,125.7036,70.271
4858.0,111.2033,10.2017,10.6965,17.68,5.9918,6.249,2.6786,121.733,66.5144
4858.5,95.2096,9.4884,9.6849,17.46,6.0023,6.2375,2.6908,123.2422,67.0124
4859.0,109.9761,11.7973,12.4121,17.2,5.9826,6.2447,2.6843,122.0525,66.3857
4859.5,114.163,7.6857,7.7562,20.26,5.9903,6.2429,2.7539,120.0804,65.5901
4860.0,101.0992,7.2374,7.2616,20.79,5.9907,6.2439,2.7063,122.8259,67.5061
4860.5,124.354,10.3717,11.056,22.1,5.985,6.2473,2.6501,124.2771,65.3717
4861.0,128.1123,7.2652,7.3175,19.62,5.9845,6.2506,2.6788,130.0441,70.4506
4861.5,99.9487,7.5923,7.5928,18.28,5.9828,6.2456,2.8087,125.2245,69.0158
4862.0,125.7042,5.6768,5.4747,21.35,5.9804,6.2088,2.6379,124.7336,66.8376
4862.5,125.302,6.1052,5.8374,19.88,5.9929,6.2482,2.7058,127.5416,69.3185
4863.0,126.9852,7.1351,6.9768,20.34,5.9949,6.2411,2.6555,126.6099,68.7536
4863.5,119.5633,8.1224,7.979,18.92,6.0207,6.2447,2.7498,123.9988,67.4531
4864.0,110.2756,9.6696,10.7165,20.79,6.0519,6.2447,2.7224,122.857,66.8927
4864.5,122.8955,8.1799,8.9625,19.21,6.0441,6.25,2.7065,121.888,67.4655
4865.0,110.053,8.5018,8.9787,15.97,6.0565,6.2447,2.736,114.425,64.3355
4865.5,109.0346,13.8772,14.8054,16.07,6.0528,6.2456,2.6355,112.4904,64.3852
4866.0,125.3217,11.4486,11.8982,17.82,6.0832,6.2518,2.6409,117.4878,68.2966
4866.5,101.4214,12.6212,12.6917,14.3,6.062,6.2393,2.7664,117.3945,66.7191
4867.0,104.4281,12.9904,12.4779,14.82,6.0948,6.2506,2.6554,111.886,65.2263
4867.5,103.8954,12.8249,12.5708,10.25,6.0978,6.2456,2.6768,111.252,64.9338
4868.0,56.542,23.3782,20.3334,1.86,6.1016,6.2572,2.72,97.9934,58.4229
4868.5,68.091,64.1026,39.6205,1.89,6.0271,6.2823,2.6462,89.9457,53.5741
4869.0,71.9624,89.0728,66.1231,3.81,5.9876,6.3182,2.5656,96.0522,59.1545
4869.5,98.7525,39.2211,36.9679,9.36,5.9872,6.3253,2.535,101.1605,62.7559
4870.0,98.8228,32.9874,32.599,4.81,6.0584,6.3253,2.6025,102.136,65.3104
4870.5,63.1162,53.3292,37.5002,6.66,5.9819,6.2607,2.5522,103.4405,64.325
4871.0,45.9361,99.8547,78.4715,4.58,5.9857,6.2105,2.5379,100.8043,63.3396
4871.5,61.0451,163.9426,75.4133,7.06,6.0616,6.2071,2.5338,98.9647,63.3272
4872.0,47.1653,195.2112,79.2331,8.73,6.1236,6.172,2.5032,104.2198,66.2616
4872.5,53.2882,217.7918,96.6551,7.25,6.1398,6.2052,2.5864,105.6909,66.7223
4873.0,53.2257,266.5845,98.52,4.06,6.0262,6.207,2.6032,99.4668,61.5472
4873.5,57.7717,653.0619,258.7505,4.58,6.0633,6.207,2.5853,97.1288,60.8228
4874.0,37.2858,1294.6158,371.9982,5.22,6.1275,6.1676,2.6236,97.8274,58.6398
4874.5,40.9328,1745.7831,335.3685,9.0,6.1386,6.1263,2.4579,104.1056,66.2537
4875.0,40.9734,1200.0619,265.6631,5.29,5.9891,6.1228,2.3877,106.6615,68.4395
4875.5,61.6814,494.657,180.4752,6.95,5.965,6.1268,2.5802,103.4297,62.8218
4876.0,49.9094,233.4998,111.1065,7.16,6.0639,6.1302,2.5277,106.3761,68.4958
4876.5,47.6685,295.7714,107.8632,1.75,6.0248,6.1251,2.6237,95.7064,56.7722
4877.0,44.5052,295.7699,179.9609,3.88,6.0248,6.1263,2.5813,92.738,58.5006
4877.5,42.131,206.7354,171.5057,8.41,6.0547,6.1299,2.4822,103.7491,66.1155
4878.0,65.053,151.2943,73.9427,6.83,5.9839,6.1703,2.4509,104.3432,68.3322
4878.5,55.9452,169.3036,58.7237,7.88,6.0248,6.1622,2.5284,104.575,69.3606
4879.0,53.8034,130.1757,64.408,6.68,5.9497,6.1909,2.4802,104.7396,67.0091
4879.5,88.8625,60.8186,49.5082,6.57,6.0654,6.2439,2.6133,102.0671,64.429
4880.0,63.1205,36.1724,33.3822,7.96,6.0378,6.2439,2.5617,104.1985,66.5331
4880.5,66.1771,43.3508,38.0841,8.0,6.0639,6.2447,2.5118,105.5708,67.5673
4881.0,60.741,52.0641,42.8345,8.36,6.0657,6.2841,2.5243,104.2347,67.3913
4881.5,98.4163,53.804,44.2749,7.34,6.0639,6.2841,2.5319,104.1183,66.7155
4882.0,61.054,60.3478,55.1004,8.01,6.1006,6.2895,2.6459,98.3968,64.3192
4882.5,46.3662,33.8226,31.3113,7.42,6.0631,6.4832,2.6114,106.0197,67.0953
4883.0,50.9419,103.3104,101.6729,6.64,6.1403,6.1658,2.4278,103.4094,64.7357
4883.5,70.2337,151.5118,85.8537,8.31,5.9865,6.2106,2.5804,105.1978,66.7448
4884.0,58.8462,105.43,60.0054,3.3,6.0676,6.2052,2.4881,105.6968,68.5054
4884.5,45.9043,93.9684,64.4053,1.63,6.0696,6.2016,2.7024,96.948,56.5347
4885.0,42.1101,167.7705,137.6228,1.3,5.9911,6.216,2.6755,88.9521,54.3948
4885.5,90.2691,267.411,192.8806,5.92,6.0014,6.164,2.5514,95.6901,61.4894
4886.0,72.1918,97.3456,63.8818,8.34,6.0374,6.1712,2.5105,104.1895,68.8401
4886.5,66.5533,134.9731,74.1037,9.32,6.0026,6.207,2.471,105.2425,68.5252
4887.0,77.5017,137.248,71.868,7.37,5.948,6.2411,2.475,104.1536,67.2817
4887.5,80.5866,107.9682,67.5965,8.74,5.9485,6.3218,2.5357,103.8614,66.4534
4888.0,77.0423,86.6187,62.7008,7.25,6.0639,6.3666,2.5627,104.0596,67.0428
4888.5,77.3044,68.9338,60.8498,6.86,6.0616,6.7961,2.5778,103.2942,64.9569
4889.0,75.7073,58.2095,57.4354,7.37,6.0712,6.5906,2.5338,99.3379,64.3684
4889.5,52.5169,63.495,63.1156,6.39,6.0348,6.5184,2.5505,99.2452,64.625
4890.0,87.2589,69.2959,60.3838,7.84,6.0896,6.4113,2.629,104.0827,67.0032
4890.5,64.1795,53.771,45.4692,8.24,6.0654,6.3307,2.5382,103.3588,67.4526
4891.0,67.4023,70.389,67.179,7.14,6.0746,6.3778,2.5183,105.6175,68.9473
4891.5,85.1317,54.4006,55.0965,7.34,6.0945,6.397,2.7475,104.0765,66.7654
4892.0,72.6651,45.8029,42.9395,6.32,6.0942,6.3164,2.5973,104.468,66.4107
4892.5,99.6418,40.5694,37.6342,6.1,6.1198,6.3845,2.5792,102.3957,64.448
4893.0,59.7261,45.3136,44.0054,2.24,6.1906,6.3627,2.6342,95.8488,60.5047
4893.5,66.5916,57.039,74.7852,4.26,6.1427,6.3684,2.75,101.272,63.2892
4894.0,99.1818,29.3941,27.5347,7.87,6.097,6.5817,2.6485,96.0396,65.0434
4894.5,64.5242,39.6307,37.5389,5.98,6.1696,6.679,2.5632,95.0161,65.3648
4895.0,74.4636,41.6506,39.9463,5.92,6.139,6.7233,2.6033,104.1537,66.8654
4895.5,69.3975,35.9997,44.3374,5.8,6.1782,6.7932,2.6372,114.7239,68.7865
4896.0,84.8379,35.7798,39.7289,6.58,6.1762,6.3146,2.6176,98.4851,64.8968
4896.5,93.2369,24.845,31.0609,7.18,6.0233,6.3929,2.8348,104.1105,62.4197
4897.0,92.9092,22.8281,44.9615,5.61,6.0239,6.4464,2.7536,105.1234,61.0972
4897.5,94.6648,36.2245,38.664,5.98,6.1722,6.2841,2.6473,102.0086,63.4546
4898.0,87.5143,39.0041,34.1863,6.45,6.0991,6.3325,2.5878,94.7165,62.5235
4898.5,79.8334,39.9234,45.2052,6.49,6.1128,6.3325,2.6166,95.5002,60.7624
4899.0,79.7506,43.2609,59.3328,5.61,6.0647,6.4365,2.6432,103.8581,64.5829
4899.5,68.6299,55.7344,58.2395,4.71,6.0646,7.0805,2.5538,96.6565,59.2151
4900.0,54.9616,75.286,58.3536,5.47,6.0321,6.356,2.6603,101.6092,65.3509
4900.5,43.3854,43.2559,42.1042,5.78,6.063,6.3666,2.627,103.4575,65.0203
4901.0,44.222,33.0106,30.9339,5.25,6.0654,6.3146,2.5041,103.8759,64.9444
4901.5,49.0914,58.765,44.4552,7.45,5.9684,6.2877,2.6291,103.1937,60.4599
4902.0,56.978,105.5503,59.3046,13.64,5.9592,6.25,2.5587,99.4206,64.1622
4902.5,50.6989,138.1376,109.7443,18.87,5.914,6.2106,2.6694,105.4532,68.8026
4903.0,58.638,52.8568,61.6312,13.92,6.0609,6.2142,2.599,111.8733,66.3627
4903.5,131.9227,23.641,25.617,12.08,6.0968,6.1998,2.4642,118.3777,72.5061
4904.0,117.6828,13.4486,11.8164,10.03,6.1021,6.3594,2.546,110.721,70.4907
4904.5,69.5318,80.1349,69.0818,13.27,5.9397,6.2716,2.6046,106.8369,68.3279
4905.0,86.3833,111.2039,108.4604,13.5,5.8726,6.0923,2.4541,114.57,69.7973
4905.5,153.5623,23.5808,18.7598,14.13,5.8354,6.0815,2.434,115.2494,70.9627
4906.0,115.8047,41.8887,30.8539,14.57,5.9459,6.0851,2.5352,112.041,70.2871
4906.5,79.8321,79.3735,35.3625,15.6,6.0118,6.0887,2.5482,105.6192,67.117
4907.0,79.1387,47.8468,28.2734,9.38,6.0643,6.1676,2.5883,111.7334,67.1605
4907.5,81.6826,24.7103,16.0446,12.87,6.0294,6.6839,2.4832,93.1661,64.4317
4908.0,127.8297,19.6809,13.6239,6.03,6.0271,8.6469,2.0184,123.2568,69.1697
4908.5,173.7153,12.8096,10.7203,8.37,6.0639,9.1256,2.1718,121.1122,68.9523
4909.0,118.7974,10.0168,9.5388,5.89,5.9912,9.2439,2.2311,112.227,62.4513
4909.5,117.1976,5.1586,5.1617,8.4,5.9172,6.8112,2.5411,118.3456,76.4814
4910.0,63.8989,10.2714,7.6501,9.0,5.9891,6.2895,2.4922,97.9769,66.5426
4910.5,52.3721,43.7772,19.0913,8.41,6.1387,6.3433,2.565,102.195,64.415
4911.0,78.9735,106.9357,44.3555,11.22,6.101,6.363,2.7125,103.7945,62.7839
4911.5,96.4756,52.5458,25.9378,10.92,6.0803,6.3612,2.7853,103.752,60.4907
4912.0,157.7056,28.5172,14.5728,13.01,6.1402,6.838,2.3497,110.3475,60.4322
4912.5,156.1509,18.1499,9.3265,15.41,6.0231,6.8363,2.6633,121.453,68.3372
4913.0,158.1431,6.5515,6.0256,16.65,6.0957,6.5656,2.7315,131.9326,74.0809
4913.5,166.8865,7.283,7.1354,22.5,6.0577,6.7643,2.5746,146.4017,74.593
4914.0,173.9679,6.5053,6.663,9.48,6.1449,8.0393,2.5521,139.8199,74.4466
4914.5,160.1281,6.2818,6.3208,6.58,6.1685,8.0276,1.4575,148.635,75.9439
4915.0,112.7809,7.1613,6.7766,4.41,6.3767,10.0237,1.451,111.7978,62.703
4915.5,70.1433,15.4046,11.3865,8.1,6.9305,10.2713,1.4423,83.2234,60.5386
4916.0,133.3673,14.1321,17.3086,21.84,7.0017,8.2364,2.0176,140.6258,71.5336
4916.5,145.1876,7.3236,12.1899,23.27,6.1063,6.8273,2.7218,141.2858,74.2674
4917.0,140.4461,5.3899,7.7597,20.01,6.1245,6.363,2.6073,140.491,72.9894
4917.5,149.8795,6.6953,7.5116,22.42,6.1373,6.3164,2.7043,137.5903,72.8253
4918.0,152.2113,6.5378,7.0818,21.16,6.1026,6.4221,2.3786,132.7039,72.8889
4918.5,115.0473,6.751,7.4483,16.53,6.0627,6.7359,2.5698,129.2106,67.6268
4919.0,133.6696,8.5512,9.5578,19.33,6.0575,6.3397,2.5928,128.8918,71.1945
4919.5,147.5273,10.0355,11.0863,18.64,6.0305,6.3996,2.6579,122.6614,67.434
4920.0,130.9705,11.3951,11.3196,23.78,6.0685,6.3952,2.8173,131.7471,69.1225
4920.5,151.3327,9.0627,7.4804,24.2,6.1038,6.4042,2.8365,122.4348,68.8186
4921.0,100.9397,14.5045,13.0865,14.3,6.0666,6.449,2.8016,106.1369,54.6725
4921.5,69.2664,24.8307,18.0701,7.63,6.0648,7.8169,2.2014,98.5868,54.4236
4922.0,61.9561,27.7931,15.89,3.95,5.9904,6.6086,2.5896,114.2217,69.2909
4922.5,134.3654,13.3567,12.8539,20.52,6.0643,6.3218,2.6776,122.9385,67.5258
4923.0,106.6647,9.8203,10.9569,19.67,5.8344,6.7592,2.2836,113.2486,64.6416
4923.5,120.0036,13.2986,12.4204,17.14,6.0275,6.6472,2.3841,121.2442,66.7795
4924.0,156.1056,12.7114,12.2624,27.52,6.0424,6.3056,2.6329,147.7891,70.3237
4924.5,151.9667,8.9507,8.8535,23.33,6.0142,6.2858,2.7833,130.4678,66.7787
4925.0,163.472,9.2197,9.8654,27.37,6.0313,6.2874,2.7109,141.9687,73.0268
4925.5,151.7054,7.2041,7.4335,26.27,6.0689,6.2859,2.719,140.9077,73.3304
4926.0,181.6251,7.0148,7.1588,25.7,6.0657,6.3289,2.7057,146.6862,73.6937
4926.5,198.6361,6.4897,6.4375,26.07,6.0321,6.3242,2.6837,147.6375,74.5379
4927.0,195.2696,6.7078,6.7966,27.0,6.0597,6.2841,2.8034,141.634,72.849
4927.5,167.0971,6.3799,6.5946,26.96,6.0627,6.2859,2.73,149.652,75.1334
4928.0,151.9411,6.0195,6.4324,27.78,6.0281,6.2877,2.6988,148.6031,74.7269
4928.5,153.9153,5.6017,5.5778,28.33,6.0658,6.2823,2.671,149.2585,76.5069
4929.0,163.0952,6.0221,6.6624,29.49,6.1056,6.2841,2.6833,148.0671,74.6155
4929.5,165.013,6.1503,6.453,26.37,5.9937,6.2859,2.7235,148.081,74.8207
4930.0,168.8995,7.2479,7.4508,27.16,5.9562,6.2874,2.6917,141.5481,73.1536
4930.5,164.82,7.2988,7.4376,28.08,5.983,6.2858,2.7424,140.0423,72.6782
4931.0,159.0808,8.2951,8.6102,26.15,5.9868,6.2841,2.7325,140.8161,72.3738
4931.5,166.2532,7.3556,7.2012,27.24,5.948,6.2895,2.6555,138.5684,72.2854
4932.0,169.288,7.4586,7.712,29.85,5.9361,6.2841,2.7286,146.0804,74.3899
4932.5,184.9777,5.016,5.1466,30.7,5.9946,6.2874,2.6848,148.0264,73.5551
4933.0,179.5513,6.2701,6.3816,29.63,5.9572,6.2877,2.6702,150.0931,75.8008
4933.5,175.4565,5.7235,6.8272,28.43,5.9966,6.2858,2.7725,148.8763,76.8684
4934.0,194.6632,7.1101,8.2919,27.97,5.9999,6.2874,2.7576,141.0493,73.2681
4934.5,191.8682,7.1958,7.4299,27.74,6.0268,6.2931,2.7455,140.9094,73.7699
4935.0,187.0712,7.657,8.4679,27.55,6.0627,6.2823,2.7123,142.7526,74.6463
4935.5,183.2584,6.9677,7.2461,27.03,6.0658,6.2841,2.7062,142.8182,75.1816
4936.0,183.7401,7.0909,7.6715,26.43,6.066,6.2858,2.7233,139.796,73.6248
4936.5,184.4463,7.2469,7.3455,26.78,6.1041,6.2859,2.6962,140.2723,73.7908
4937.0,176.2283,7.0645,7.148,26.44,6.1064,6.2859,2.7051,140.3622,74.5318
4937.5,171.8514,7.4395,7.3843,25.55,6.1018,6.2858,2.7055,136.804,72.676
4938.0,182.7188,7.6382,7.7977,25.84,6.1056,6.2895,2.7267,139.1142,73.4294
4938.5,182.4565,7.7761,7.8108,26.1,6.0989,6.2877,2.7389,136.7185,73.0302
4939.0,170.4768,8.0059,7.691,25.26,6.0957,6.2411,2.6937,134.3317,72.6534
4939.5,162.4525,7.7481,7.5181,23.34,6.0696,6.2423,2.7531,132.7293,72.3437
4940.0,160.1855,6.8681,7.3521,27.74,6.0781,6.2439,2.7015,137.637,72.7809
4940.5,169.6568,6.8599,8.0322,24.29,6.101,6.2406,2.7056,140.4315,74.5121
4941.0,169.7909,6.7101,7.0317,27.56,6.0262,6.2787,2.6338,148.1543,73.1221
4941.5,191.1635,5.3421,5.339,19.38,5.9853,6.2941,2.6165,156.817,81.0611
4942.0,189.8609,8.634,7.8828,22.08,6.0198,6.3218,2.6813,133.8103,72.5173
4942.5,156.4067,10.2536,7.3613,22.32,5.9815,6.3644,2.5429,129.4227,71.3018
4943.0,137.9948,10.6249,7.012,21.78,5.9811,6.3259,2.8811,133.0436,71.1967
4943.5,128.4758,11.805,8.0455,24.55,5.9876,6.3666,2.6362,140.3851,73.4647
4944.0,150.9878,10.4464,10.0501,25.42,6.062,6.3276,2.6726,142.3662,75.088
4944.5,154.4109,9.132,13.2212,26.67,6.0957,6.3276,2.6189,140.9429,74.4723
4945.0,144.2806,8.6988,11.9533,26.22,6.0179,6.2429,2.6307,138.089,72.8967
4945.5,143.3531,7.4288,8.7478,23.89,6.0216,6.2908,2.6533,139.1743,73.5882
4946.0,149.0531,6.5062,7.2567,23.12,6.0267,6.3218,2.7612,129.2599,70.9264
4946.5,132.6625,7.6097,8.493,22.66,6.0676,6.2626,2.6556,134.2193,72.4642
4947.0,152.99,8.3196,8.5241,27.66,6.0305,6.2891,2.6738,143.0832,75.4867
4947.5,166.7368,7.5508,7.5277,25.51,6.019,6.2859,2.6616,140.3242,74.1988
4948.0,152.4798,9.1742,9.6094,23.93,6.0896,6.2859,2.6728,133.6019,71.1462
4948.5,148.0128,7.0527,7.3049,27.43,5.9853,6.2106,2.812,142.4594,75.3767
4949.0,167.8228,7.1185,7.3172,27.85,5.9577,6.2055,2.6495,142.3336,76.7684
4949.5,182.5224,8.0887,8.4172,29.97,5.9531,6.207,2.6418,137.3321,72.3903
4950.0,161.2177,7.4229,7.4766,28.95,5.9493,6.1712,2.7536,141.5751,72.1814
4950.5,147.5334,6.8639,7.1032,27.36,5.9451,6.1686,2.7959,143.0921,74.962
4951.0,153.3619,6.319,6.6162,33.55,5.9439,6.1658,2.7451,148.3343,71.9263
4951.5,146.6109,7.1127,7.7976,29.41,5.9546,6.167,2.9598,152.9896,75.2188
4952.0,146.6456,6.7196,6.8929,31.06,5.9476,6.1604,2.7662,142.0671,76.6454
4952.5,149.9521,5.4459,5.5181,30.21,5.9796,6.1653,2.8539,132.3531,71.2381
4953.0,132.4332,6.373,6.1779,29.31,5.9822,6.164,2.8705,125.9508,64.9496
4953.5,146.4503,5.9742,5.4375,31.81,6.0229,6.167,3.0358,121.473,72.711
4954.0,157.1639,6.5928,6.5776,30.93,5.9891,6.1263,2.8079,96.5083,63.1441
4954.5,58.5323,7.3761,8.4941,7.5,5.9269,6.1017,2.5997,95.7619,63.094
4955.0,69.9205,8.7073,10.0145,7.62,5.95,6.1218,2.639,103.8836,68.5795
4955.5,64.8375,12.2868,10.2106,8.53,5.9025,6.1335,2.5521,102.2528,66.7289
4956.0,72.7932,68.0105,25.7778,8.86,5.9048,6.1228,2.4271,98.0952,64.7372
4956.5,88.3398,258.3156,75.4135,7.22,5.878,6.1235,2.5097,98.5251,64.9529
4957.0,84.5448,421.4173,171.4099,8.73,5.9063,6.1299,2.5395,98.6509,63.0358
4957.5,71.1472,215.7803,126.713,6.24,5.9085,6.1263,2.5319,97.8471,64.4139
4958.0,77.7729,67.2002,53.9794,6.17,5.9086,6.1251,2.5096,101.7905,66.546
4958.5,71.1192,38.4204,23.0827,9.02,5.8764,6.1317,2.5543,105.1935,64.3712
4959.0,94.1718,9.5383,7.9683,12.63,5.9482,6.1268,2.6762,102.0394,63.1843
4959.5,114.2281,33.1503,19.2691,10.03,5.9068,6.2272,2.734,103.8293,69.6723
4960.0,39.9161,21.1841,13.1858,2.19,5.8343,6.0917,2.6899,104.4784,70.2937
4960.5,20.8205,9.03,4.7725,1.43,5.868,6.0883,2.3593,107.0855,70.6941
4961.0,39.7805,5.7773,4.1834,5.71,5.8749,6.0869,2.4663,106.6926,69.0299
4961.5,50.6949,29.3602,12.3258,6.58,5.845,6.0905,2.4634,110.3235,70.9536
4962.0,32.9455,62.6517,22.3199,4.79,5.834,6.0883,2.4603,111.6434,70.4042
4962.5,32.892,71.7355,40.701,2.81,5.8346,6.0917,2.3314,109.9784,70.7135
4963.0,33.5528,34.7411,59.2368,2.23,5.8358,6.0887,2.3022,111.9029,70.5037
4963.5,41.2413,15.8865,19.8595,8.88,5.8358,6.0883,2.3656,110.5521,72.6295
4964.0,50.844,54.4054,86.4641,10.88,5.8358,6.0851,2.3751,112.9254,72.484
4964.5,65.1702,42.977,43.9524,10.62,5.8358,6.0923,2.4267,112.1473,72.4687
4965.0,68.9741,69.6439,46.575,13.07,5.8389,6.0867,2.3472,96.5056,64.4572
4965.5,71.2623,85.1991,41.0542,12.29,5.8389,6.0851,2.3567,95.4813,64.3702
4966.0,107.7299,183.0505,145.7146,9.34,5.868,6.0923,2.5432,96.3932,66.4635
4966.5,75.773,50.6421,50.5715,5.85,5.878,6.085,2.5791,98.0308,66.4858
4967.0,65.8479,7.3671,6.78,8.58,5.8439,6.0851,2.5829,112.2063,73.4328
4967.5,89.7101,11.8465,19.707,7.53,5.8749,6.0923,2.5193,111.6399,72.3321
4968.0,105.2814,7.0411,9.0393,11.5,5.8734,6.0867,2.4467,113.6246,72.889
4968.5,137.4506,2.4344,2.5269,11.49,5.8396,6.0905,2.4275,112.145,69.6059
4969.0,97.6107,3.3508,3.9537,11.88,5.835,6.0851,2.3852,105.1212,67.2223
4969.5,131.0548,34.7748,40.5338,13.68,5.8366,6.0869,2.3711,104.7203,66.9248
4970.0,104.013,112.5997,11.7014,12.0,5.8458,6.0869,2.4103,103.9286,67.0809
4970.5,33.4387,7.7748,2.1918,3.8,5.8427,6.0883,2.4608,101.7503,69.0925
4971.0,21.4127,1.7444,1.6548,1.97,5.8382,6.0905,2.3545,104.0567,65.4164
4971.5,30.6578,0.8246,2.2426,5.9,5.8373,6.085,2.7899,104.0128,69.5104
4972.0,33.3808,0.3973,1.5806,3.6,5.8381,6.0883,2.5987,109.9335,72.6598
4972.5,26.2362,0.2871,1.8128,3.28,5.8389,6.0923,2.5005,106.3846,70.397
4973.0,24.0062,0.6886,3.61,2.38,5.8358,6.0905,2.4206,104.1512,68.4944
4973.5,29.7802,3.758,4.186,2.71,5.8377,6.09,2.4205,105.6322,72.3066
4974.0,34.8371,10.407,6.9107,3.33,5.8757,6.0905,2.3788,105.3103,70.5026
